CO_GT ;konsentrasi_CO ;konsentrasi_NMHC;konsentrasi_C6H6;konsentrasi_NMHC ;konsentrasi_NO;konsentrasi_Nox;konsentrasi_NO2;konsentrasi_NO2 ;konsentrasi_O3;konsentrasi_RH ;konsentrasi_AH 
2;1.088;-200;9;945;-200;636;-200;1.613;1.165;55;1
2;1.159;-200;11;1.016;-200;595;-200;1.681;1.260;52;1
2;1.156;-200;10;988;-200;615;-200;1.634;1.250;43;1
2;1.202;-200;11;1.021;-200;649;-200;1.644;1.226;33;1
2;1.226;-200;13;1.080;-200;622;-200;1.697;1.188;27;1
2;1.181;-200;13;1.091;-200;638;-200;1.637;1.072;22;1
2;1.062;-200;10;969;-200;729;-200;1.459;782;21;1
1;1.013;-200;8;897;-200;798;-200;1.351;594;20;1
2;1.029;-200;8;913;-200;787;-200;1.373;607;19;1
2;1.144;-200;12;1.046;-200;682;-200;1.564;879;17;1
2;1.159;-200;12;1.059;-200;664;-200;1.580;945;19;1
2;1.113;-200;10;978;-200;705;-200;1.538;946;23;1
2;1.100;-200;9;944;-200;730;-200;1.524;882;28;1
2;1.037;-200;8;890;-200;765;-200;1.408;735;31;1
2;1.055;-200;10;988;-200;720;-200;1.490;874;29;1
2;980;-200;8;901;-200;812;-200;1.369;731;25;1
3;1.083;-200;13;1.094;-200;706;-200;1.537;926;24;1
6;1.399;-200;30;1.558;-200;473;-200;2.052;1.652;29;1
3;1.194;-200;19;1.255;-200;555;-200;1.694;1.452;33;1
2;970;-200;7;870;-200;792;-200;1.376;943;31;1
1;898;-200;4;721;-200;912;-200;1.264;594;33;1
1;929;-200;5;769;-200;879;-200;1.335;607;35;1
1;913;-200;4;734;-200;864;-200;1.338;646;38;1
1;854;-200;2;600;-200;1.102;-200;1.252;542;39;1
1;881;-200;3;647;-200;964;-200;1.250;550;38;1
1;867;-200;3;618;;1.042;-200;1.231;488;34;1
1;885;-200;3;638;-200;1.059;-200;1.248;484;30;1
1;899;-200;3;654;-200;1.037;-200;1.254;481;27;1
1;886;-200;3;633;-200;1.071;-200;1.214;453;24;1
1;864;-200;3;651;-200;1.096;-200;1.193;443;19;1
1;822;-200;2;611;-200;1.191;-200;1.138;403;19;1
1;810;-200;2;597;-200;1.255;-200;1.106;361;21;1
1;784;-200;2;576;-200;1.327;-200;1.060;342;18;1
1;823;-200;3;633;-200;1.228;-200;1.103;366;18;1
1;863;-200;3;678;-200;1.153;-200;1.139;434;18;1
1;880;-200;4;728;-200;1.046;-200;1.167;514;18;1
2;951;-200;7;859;-200;897;-200;1.267;718;20;1
2;942;-200;6;786;-200;930;-200;1.245;705;24;1
2;988;-200;7;859;-200;845;-200;1.341;799;27;1
2;1.008;-200;7;845;-200;832;-200;1.349;856;30;1
1;965;-200;5;769;-200;878;-200;1.315;667;33;1
1;957;-200;4;717;-200;911;-200;1.322;579;37;1
1;921;-200;3;666;-200;954;-200;1.288;480;40;1
1;854;-200;2;562;-200;1.106;-200;1.224;400;43;1
1;826;-200;1;504;-200;1.250;-200;1.204;385;46;1
-200;828;-200;1;501;-200;1.281;-200;1.189;385;47;1
0;892;-200;2;580;-200;1.076;-200;1.271;516;49;1
1;954;-200;3;660;-200;938;-200;1.342;728;49;1
2;1.120;-200;8;890;-200;728;-200;1.546;1.035;50;1
2;1.096;-200;9;921;-200;716;-200;1.534;988;45;1
2;1.058;-200;8;898;-200;749;-200;1.470;977;38;1
1;977;-200;6;800;-200;843;-200;1.372;778;34;1
1;977;-200;7;840;-200;827;-200;1.390;736;29;1
1;943;-200;5;777;-200;880;-200;1.333;632;29;1
1;964;-200;6;814;-200;850;-200;1.369;689;28;1
1;953;-200;5;781;-200;889;-200;1.356;641;28;1
1;967;-200;6;814;-200;854;-200;1.385;703;27;1
2;996;-200;7;843;-200;840;-200;1.394;765;27;1
2;1.091;-200;12;1.039;-200;699;-200;1.586;923;28;1
3;1.114;-200;14;1.101;-200;663;-200;1.632;1.057;28;1
3;1.133;-200;14;1.101;-200;647;-200;1.669;1.105;30;1
2;1.031;-200;9;921;-200;731;-200;1.490;897;34;1
1;952;-200;6;787;-200;856;-200;1.342;723;36;1
1;949;-200;6;804;-200;835;-200;1.365;740;35;1
1;932;-200;5;752;-200;889;-200;1.310;687;37;1
1;966;-200;5;774;-200;859;-200;1.352;644;41;1
1;888;-200;3;653;-200;973;-200;1.272;497;44;1
1;847;-200;3;634;-200;1.012;-200;1.258;525;44;1
1;856;-200;4;687;-200;955;-200;1.260;726;48;1
1;881;-200;4;735;-200;876;-200;1.308;783;47;1
1;882;-200;4;711;-200;936;-200;1.310;741;47;1
1;1.016;-200;8;888;169;776;64;1.485;1.040;47;1
3;1.228;-200;14;1.113;231;628;72;1.719;1.324;46;1
3;1.311;-200;22;1.350;232;529;73;1.957;1.486;42;1
2;1.081;-200;10;983;145;703;64;1.546;1.079;38;1
2;1.104;-200;10;993;170;705;74;1.539;1.081;29;1
2;991;-200;8;898;214;787;89;1.412;806;26;1
2;1.008;-200;10;980;-200;755;-200;1.465;825;21;1
2;986;-200;11;1.005;-200;752;-200;1.439;907;21;1
1;948;-200;8;893;-200;828;-200;1.374;768;22;1
1;919;-200;7;862;-200;851;-200;1.293;697;21;1
2;958;-200;9;940;-200;820;-200;1.380;728;19;1
2;1.037;-200;11;1.021;-200;747;-200;1.451;786;20;1
3;1.120;-200;16;1.181;-200;653;-200;1.604;1.028;21;1
4;1.205;-200;20;1.294;-200;579;-200;1.744;1.317;25;1
3;1.172;-200;15;1.159;-200;597;-200;1.653;1.290;31;1
2;1.088;-200;11;1.019;-200;668;-200;1.554;1.165;34;1
-200;1.055;-200;10;979;-200;694;-200;1.517;1.086;35;1
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;1.297;-200;35;1.654;-200;848;-200;1.366;1.611;33;1
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
3;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
4;1.325;-200;19;1.266;477;926;188;1.441;1.543;20;1
5;1.383;-200;24;1.406;502;824;176;1.582;1.678;22;1
4;1.254;-200;18;1.241;420;873;163;1.463;1.431;25;1
3;1.221;-200;16;1.174;344;874;155;1.481;1.413;29;1
3;1.226;-200;15;1.138;307;862;146;1.481;1.419;32;1
2;1.100;-200;11;999;251;984;131;1.361;1.145;31;1
1;999;-200;8;879;180;1.114;119;1.261;960;28;1
1;980;-200;7;873;141;1.088;98;1.258;949;31;1
1;859;-200;4;698;105;1.254;89;1.157;819;34;1
0;814;-200;2;606;-200;1.370;-200;1.131;745;33;1
0;806;-200;2;605;74;1.366;68;1.132;725;36;1
0;813;-200;3;631;91;1.327;65;1.108;710;33;1
1;889;-200;5;760;143;1.224;81;1.213;806;36;1
3;1.200;-200;18;1.246;553;798;136;1.574;1.416;38;1
3;1.289;-200;21;1.335;542;724;130;1.681;1.521;36;1
4;1.355;-200;21;1.333;590;741;157;1.691;1.605;29;1
3;1.277;-200;20;1.292;590;800;171;1.626;1.481;22;1
2;1.156;-200;15;1.142;387;907;143;1.490;1.188;19;1
2;1.054;-200;13;1.071;252;1.006;116;1.380;940;15;1
2;1.096;-200;13;1.083;310;971;;1.430;986;17;1
3;1.160;-200;16;1.185;396;873;168;1.522;1.162;18;1
2;1.148;-200;15;1.149;329;924;152;1.473;1.047;17;1
3;1.166;-200;16;1.186;393;878;175;1.500;1.180;14;1
4;1.315;-200;23;1.370;522;794;212;1.689;1.399;15;1
5;1.425;-200;32;1.605;631;660;220;1.920;2.321;17;1
4;1.329;-200;22;1.360;435;704;175;1.768;1.894;26;1
4;1.299;-200;17;1.197;407;763;165;1.688;1.606;31;1
2;1.123;-200;11;1.015;255;845;136;1.470;1.297;30;1
2;1.089;-200;11;1.024;180;831;111;1.452;1.182;32;1
2;1.081;-200;9;950;186;876;114;1.434;1.138;36;1
1;1.031;-200;7;871;147;950;96;1.393;972;38;1
1;969;-200;6;787;101;1.035;75;1.350;799;39;1
1;881;-200;4;680;69;1.175;58;1.251;630;39;1
1;869;-200;3;638;-200;1.219;-200;1.213;586;39;1
0;866;-200;3;644;49;1.162;41;1.218;629;39;1
1;895;-200;4;689;91;1.134;55;1.250;709;44;1
1;933;-200;6;786;144;1.018;73;1.306;858;44;1
2;1.209;-200;16;1.163;430;762;108;1.606;1.300;46;1
4;1.417;-200;28;1.511;606;587;147;1.975;1.676;41;1
3;1.227;-200;18;1.233;519;739;150;1.594;1.384;30;1
2;1.093;-200;13;1.076;353;871;131;1.457;1.125;23;1
3;1.135;-200;16;1.170;429;867;144;1.523;1.189;19;1
2;1.112;-200;15;;345;866;151;1.499;1.088;18;1
3;1.147;-200;16;1.168;417;858;165;1.492;1.118;19;1
2;1.086;-200;13;1.070;276;907;135;1.423;924;20;1
2;1.077;-200;12;1.056;280;908;143;1.406;935;20;1
3;1.110;-200;13;1.098;365;882;153;1.450;1.009;18;1
3;1.146;-200;14;1.125;363;846;149;1.511;1.016;20;1
3;1.211;-200;17;1.194;393;797;164;1.599;1.188;23;1
3;1.218;-200;17;1.221;385;755;180;1.599;1.290;27;1
3;1.136;-200;13;1.082;307;824;159;1.478;1.130;30;1
1;1.017;-200;8;908;194;932;119;1.354;880;31;1
2;1.063;-200;9;946;205;886;127;1.391;996;33;1
2;1.083;-200;9;951;223;880;131;1.393;1.054;36;1
2;1.077;-200;10;994;176;829;101;1.429;1.081;39;1
-200;968;-200;6;823;-200;952;-200;1.343;828;41;1
-200;898;-200;4;720;-200;1.059;-200;1.259;661;41;1
-200;859;-200;3;656;-200;1.126;-200;1.213;582;41;1
-200;849;-200;2;607;-200;1.189;-200;1.190;544;41;1
-200;886;-200;3;658;-200;1.101;-200;1.234;647;48;1
-200;932;-200;4;708;-200;1.057;-200;1.285;720;48;1
-200;1.144;-200;11;1.006;-200;757;-200;1.535;1.207;51;1
-200;1.222;-200;13;1.083;-200;729;-200;1.624;1.273;47;1
-200;1.202;-200;10;989;-200;775;-200;1.506;1.303;41;1
-200;1.323;-200;16;1.190;-200;698;-200;1.702;1.479;30;1
-200;1.219;-200;13;1.074;-200;805;-200;1.532;1.191;25;1
-200;1.121;-200;10;965;-200;899;-200;1.386;932;22;1
-200;1.096;-200;9;942;-200;893;-200;1.366;826;23;1
-200;1.019;-200;7;858;-200;989;-200;1.270;631;21;1
-200;1.045;-200;7;857;-200;994;-200;1.308;598;21;1
-200;1.147;-200;10;959;-200;872;-200;1.387;796;20;1
-200;1.145;-200;10;971;-200;883;-200;1.418;759;23;1
-200;1.202;-200;12;1.040;-200;815;-200;1.506;886;27;1
-200;1.283;-200;14;1.112;-200;719;-200;1.583;1.071;33;1
-200;1.148;-200;9;929;-200;815;-200;1.443;826;38;1
-200;1.229;-200;11;1.012;-200;743;-200;1.562;1.103;41;1
-200;1.287;-200;12;1.060;-200;716;-200;1.595;1.221;45;1
-200;1.285;-200;12;1.062;-200;715;-200;1.583;1.449;47;1
-200;1.251;-200;12;1.055;-200;701;-200;1.602;1.364;49;1
-200;1.120;-200;8;900;-200;811;-200;1.462;1.111;50;1
-200;1.108;-200;8;917;-200;797;-200;1.495;1.129;56;1
-200;961;-200;5;759;-200;943;-200;1.375;799;54;1
-200;950;-200;4;719;-200;982;-200;1.372;771;56;1
-200;901;-200;2;608;-200;1.105;-200;1.299;646;55;1
-200;903;-200;3;619;-200;1.111;-200;1.315;705;55;1
-200;1.024;-200;5;757;-200;923;-200;1.423;908;60;1
-200;1.093;-200;7;837;-200;830;-200;1.480;;55;1
-200;1.097;-200;7;833;-200;853;-200;1.470;1.015;48;1
-200;1.126;-200;6;830;-200;853;-200;1.528;938;43;2
-200;1.139;-200;6;794;-200;908;-200;1.456;849;39;2
-200;1.178;-200;6;832;-200;858;-200;1.542;844;49;2
-200;1.243;-200;8;883;-200;745;-200;1.660;1.036;70;2
-200;1.017;-200;4;680;-200;996;-200;1.421;729;49;2
-200;1.048;-200;3;672;-200;1.050;-200;1.438;556;60;2
-200;1.254;-200;7;840;-200;787;-200;1.602;846;67;2
-200;1.287;-200;8;911;-200;796;-200;1.664;942;53;2
-200;1.215;-200;8;900;-200;823;-200;1.604;902;51;2
-200;1.363;-200;13;1.071;-200;697;-200;1.763;1.178;56;2
-200;1.436;-200;18;1.224;-200;609;-200;1.886;1.426;60;2
-200;1.365;-200;15;1.143;-200;655;-200;1.796;1.394;62;2
-200;1.506;-200;23;1.385;-200;555;-200;2.260;1.935;64;2
-200;1.227;-200;12;1.055;-200;705;-200;1.772;1.360;65;2
-200;1.038;-200;7;866;-200;833;-200;1.570;1.061;63;2
-200;934;-200;5;744;-200;970;-200;1.473;870;63;2
-200;900;-200;4;699;-200;1.036;-200;1.452;799;69;2
-200;870;-200;4;692;-200;1.070;-200;1.443;779;71;2
-200;875;-200;4;713;-200;1.027;-200;1.436;809;73;2
-200;940;-200;6;789;-200;917;-200;1.473;914;72;2
-200;1.053;-200;8;913;-200;824;-200;1.578;1.033;70;2
-200;1.509;-200;28;1.508;-200;533;-200;2.257;1.572;67;2
-200;1.559;-200;32;1.599;-200;498;-200;2.374;1.704;62;2
-200;1.313;-200;18;1.231;-200;626;-200;1.889;1.455;60;2
3;1.372;-200;18;1.251;475;609;138;1.890;1.588;53;2
3;1.320;-200;16;1.190;395;655;138;1.825;1.482;42;2
3;1.346;-200;18;1.246;353;639;138;1.907;1.458;35;2
3;1.307;-200;18;1.236;397;649;137;1.869;1.356;34;2
2;1.157;-200;13;1.069;274;737;120;1.653;1.100;34;2
2;1.154;-200;11;1.026;505;773;208;1.623;1.212;32;2
2;1.172;-200;15;1.145;275;735;128;1.676;1.049;25;1
3;1.241;-200;19;1.254;360;693;145;1.735;1.149;25;1
-200;1.379;-200;25;1.433;-200;605;-200;1.982;1.370;30;1
6;1.570;-200;36;1.684;597;494;168;2.289;1.716;37;1
5;1.418;-200;27;1.471;728;542;177;2.064;1.600;42;1
3;1.317;-200;20;1.295;891;593;172;1.883;1.592;46;2
2;1.204;-200;15;1.136;346;648;112;1.782;1.491;49;2
1;1.014;-200;7;853;98;843;39;1.499;1.084;46;2
1;956;-200;6;794;144;896;68;1.456;1.007;49;2
1;891;-200;4;708;110;1.005;51;1.382;823;49;2
-200;856;-200;3;665;-200;1.061;-200;1.375;788;53;2
-200;863;-200;4;703;-200;1.032;-200;1.403;791;62;2
-200;911;-200;5;745;-200;922;-200;1.428;924;66;2
-200;936;-200;5;765;-200;916;-200;1.462;941;63;2
-200;1.087;-200;10;964;-200;774;-200;1.633;1.103;59;1
-200;1.540;-200;28;1.498;-200;519;-200;2.301;1.657;58;2
-200;1.513;-200;32;1.601;-200;469;-200;2.382;1.743;55;2
-200;1.409;-200;21;1.322;-200;562;-200;2.004;1.601;50;2
-200;1.219;-200;12;1.042;-200;699;-200;1.750;1.253;46;2
-200;1.286;-200;16;1.172;-200;644;-200;1.870;1.295;42;2
-200;1.228;-200;16;1.174;-200;668;-200;1.788;1.192;36;2
-200;1.140;-200;14;1.117;-200;711;-200;1.690;1.046;34;2
-200;1.052;-200;8;906;-200;832;-200;1.516;803;34;2
-200;1.282;-200;14;1.107;-200;682;-200;1.791;1.116;46;2
-200;1.378;-200;20;1.282;-200;576;-200;2.010;1.347;54;2
-200;1.506;-200;27;1.471;-200;518;-200;2.200;1.530;53;2
-200;1.310;-200;19;1.259;-200;;-200;1.926;1.240;48;2
-200;1.204;-200;14;1.114;-200;686;-200;1.807;1.092;62;2
-200;1.071;-200;7;842;-200;873;-200;1.575;740;77;2
-200;967;-200;4;719;-200;980;-200;1.490;670;83;2
-200;947;-200;4;689;-200;1.009;-200;1.454;640;79;2
-200;1.011;-200;4;734;-200;967;-200;1.497;918;87;2
-200;971;-200;4;722;-200;949;-200;1.472;804;82;2
-200;886;-200;3;627;-200;1.082;-200;1.405;694;74;2
-200;908;-200;3;657;-200;1.013;-200;1.460;796;78;2
-200;901;-200;3;652;-200;1.013;-200;1.468;804;78;2
-200;915;-200;3;674;-200;970;-200;1.481;829;78;2
-200;940;-200;4;712;-200;961;-200;1.499;848;76;2
-200;1.048;-200;8;891;-200;791;-200;1.654;992;77;2
-200;1.298;-200;16;1.181;-200;644;-200;1.962;1.256;73;2
-200;1.487;-200;28;1.493;-200;492;-200;2.345;1.598;72;2
-200;1.327;-200;18;1.233;-200;582;-200;1.968;1.403;69;2
-200;1.363;-200;19;1.255;-200;573;-200;1.989;1.497;65;2
-200;1.393;-200;22;1.340;-200;529;-200;2.080;1.500;68;2
-200;1.361;-200;21;1.324;-200;540;-200;2.044;1.549;69;2
-200;1.289;-200;17;1.217;-200;599;-200;1.975;1.374;66;2
-200;1.265;-200;16;1.184;-200;619;-200;1.930;1.270;66;2
-200;1.339;-200;19;1.257;-200;579;-200;2.031;1.360;64;2
-200;1.269;-200;17;1.215;-200;608;-200;1.939;1.296;57;2
3;1.299;-200;17;1.220;341;624;112;1.929;1.319;53;2
6;1.546;-200;29;1.519;622;493;170;2.265;1.649;51;2
7;1.571;-200;32;1.593;615;469;173;2.409;1.686;56;2
4;1.312;-200;20;1.299;443;580;135;2.016;1.380;59;2
2;1.074;-200;9;946;219;767;93;1.635;1.079;63;2
2;1.127;-200;10;989;203;752;74;1.724;1.096;67;2
2;1.040;-200;9;923;165;769;69;1.640;1.049;67;2
2;1.060;-200;9;925;339;772;109;1.649;1.161;70;2
1;911;-200;5;753;103;934;55;1.496;865;67;2
1;853;-200;3;623;74;1.107;49;;768;67;2
1;915;-200;4;725;-200;962;-200;1.485;845;74;2
1;897;-200;5;738;72;936;42;1.471;843;76;2
1;976;-200;7;840;180;844;50;1.562;964;75;2
1;1.066;-200;10;982;239;740;53;1.699;1.065;74;2
4;1.435;-200;23;1.387;664;544;86;2.140;1.467;74;2
4;1.420;-200;25;1.430;525;512;81;2.194;1.510;73;2
4;1.365;-200;22;1.341;543;549;96;2.033;1.518;68;2
3;1.171;-200;13;1.083;390;695;96;1.758;1.276;59;2
1;982;-200;7;850;217;888;79;1.505;873;73;2
2;1.021;-200;10;979;248;798;95;1.580;958;58;1
2;1.044;-200;12;1.039;333;771;127;1.609;1.076;47;1
2;1.005;-200;10;972;279;834;102;1.514;952;48;1
2;1.021;-200;10;985;339;816;107;1.524;977;46;1
2;1.064;-200;12;1.048;315;772;110;1.574;1.059;45;1
3;1.167;-200;18;1.231;365;659;124;1.745;1.199;46;1
4;1.167;-200;19;1.263;338;640;113;1.790;1.212;49;1
4;1.164;-200;18;1.227;318;658;104;1.800;1.193;53;1
3;1.092;-200;14;1.110;302;725;117;1.641;1.105;55;1
2;997;-200;9;955;214;845;94;1.528;926;55;1
2;966;-200;10;964;-200;858;-200;1.560;1.231;55;1
2;969;-200;9;922;-200;906;-200;1.488;995;57;1
1;944;-200;11;1.005;363;874;109;1.633;1.094;56;1
1;834;-200;6;817;178;1.022;72;1.408;774;52;1
1;796;-200;3;667;55;1.162;40;1.295;558;57;1
0;777;-200;2;585;-200;1.305;-200;1.266;510;59;1
0;752;-200;1;521;32;1.451;23;1.247;471;62;1
0;755;-200;1;528;35;1.472;24;1.234;471;59;1
1;800;-200;2;598;84;1.336;41;1.278;529;57;1
2;1.147;-200;15;1.136;456;737;99;1.708;1.114;56;1
2;1.036;-200;10;965;342;854;91;1.544;987;58;1
1;926;-200;7;845;239;979;81;1.398;851;53;1
2;961;-200;8;881;337;932;95;1.417;901;47;1
2;951;-200;9;926;351;902;113;1.460;949;42;1
2;962;-200;9;940;209;889;89;1.441;855;42;1
2;1.004;-200;11;1.004;257;832;88;1.490;911;40;1
1;893;-200;6;828;169;988;81;1.357;672;43;1
2;990;-200;9;956;216;872;82;1.476;826;43;1
2;1.071;-200;13;1.068;303;798;115;1.556;988;41;1
3;1.140;-200;15;1.155;320;733;112;1.660;1.105;43;1
3;1.103;-200;15;1.143;310;741;116;1.647;1.089;43;1
3;;-200;16;1.178;341;733;129;1.605;1.077;43;1
2;991;-200;10;977;272;872;110;1.448;923;42;1
2;935;-200;7;852;229;978;105;1.344;824;43;1
1;908;-200;6;790;168;1.046;90;1.317;717;43;1
1;927;-200;6;826;173;1.021;94;1.331;734;43;1
1;936;-200;7;844;186;978;96;1.365;776;44;1
1;847;-200;4;694;112;1.153;70;1.240;594;46;1
1;812;-200;3;664;79;1.212;57;1.215;518;45;1
1;804;-200;2;616;-200;1.271;-200;1.189;496;47;1
-200;793;-200;3;636;62;1.213;45;1.195;514;46;1
1;775;-200;2;609;58;1.319;42;1.190;468;47;1
1;835;-200;4;690;122;1.183;71;1.257;621;48;1
1;913;-200;6;830;173;980;82;1.371;757;51;1
1;903;-200;5;765;176;1.035;81;1.317;712;50;1
2;982;-200;8;895;233;892;89;1.413;859;40;1
1;925;-200;7;838;210;949;83;1.324;728;35;1
1;895;-200;5;776;178;1.024;82;1.274;640;31;1
1;930;-200;7;838;189;957;78;1.319;680;28;1
2;953;-200;8;881;210;926;79;1.339;704;29;1
1;885;-200;5;765;162;1.017;78;1.268;619;29;1
1;903;-200;5;779;137;1.010;73;1.278;583;29;1
1;927;-200;5;781;165;994;73;1.267;594;27;1
2;979;-200;7;835;204;936;100;1.338;700;28;1
2;1.050;-200;9;947;266;832;122;1.447;912;32;1
2;1.091;-200;12;1.037;299;770;132;1.512;1.038;35;1
2;1.040;-200;9;946;234;827;116;1.424;952;37;1
2;997;-200;8;879;181;885;109;1.404;887;41;1
2;1.042;-200;9;938;210;816;;1.456;1.004;43;1
3;1.191;-200;12;1.055;304;707;116;1.563;1.221;48;1
2;1.149;-200;11;996;255;754;104;1.534;1.177;51;1
1;973;-200;7;862;149;850;81;1.436;957;53;1
1;940;-200;6;823;112;891;64;1.415;853;57;1
1;949;-200;8;890;-200;854;-200;1.484;884;60;1
1;830;-200;4;699;90;1.012;54;1.339;736;60;1
1;773;-200;2;609;46;1.169;35;1.256;590;57;1
1;811;-200;3;644;76;1.144;44;1.289;655;61;1
1;901;-200;5;754;139;936;62;1.351;854;67;1
1;969;-200;8;886;179;863;68;1.451;953;60;1
2;1.027;-200;9;933;224;806;85;1.465;1.050;48;1
2;1.094;-200;11;1.002;272;755;110;1.536;1.114;36;1
2;1.083;-200;10;984;251;784;115;1.485;1.049;29;1
2;1.098;-200;11;1.015;250;754;129;1.508;996;25;1
2;1.059;-200;12;1.047;178;761;106;1.549;841;29;1
2;1.021;-200;11;1.009;137;771;87;1.545;769;29;1
1;925;-200;5;768;119;987;70;1.289;541;26;1
2;1.045;-200;8;910;193;878;106;1.385;742;22;1
4;1.303;-200;21;1.317;329;631;151;1.816;1.196;25;1
4;1.254;-200;17;1.204;413;668;179;1.655;1.338;31;1
4;1.345;-200;20;1.306;489;587;188;1.806;1.416;38;1
4;1.273;-200;15;1.159;470;645;187;1.704;1.341;43;1
2;1.096;-200;9;931;228;766;121;1.506;1.019;46;1
2;1.077;-200;9;920;169;778;99;1.509;935;50;1
2;1.084;-200;9;929;189;751;100;1.517;1.081;54;1
1;980;-200;6;800;100;863;79;1.407;903;54;1
1;882;-200;4;713;71;978;57;1.343;731;53;1
1;851;-200;3;655;52;1.051;43;1.301;625;58;1
1;819;-200;2;597;-200;1.112;-200;1.281;613;62;1
1;804;-200;2;601;57;1.122;50;1.281;646;64;1
1;823;-200;3;631;69;1.090;47;1.304;671;61;1
1;903;-200;5;748;126;937;60;1.373;801;64;1
4;1.310;-200;22;1.344;376;573;91;2.026;1.353;66;1
-200;1.436;-200;32;1.601;-200;455;-200;2.338;1.682;61;1
6;1.479;-200;28;1.490;737;494;159;2.146;1.749;50;1
4;1.285;-200;18;1.243;481;599;173;1.815;1.582;42;1
4;1.262;-200;19;1.258;425;597;174;1.835;1.484;34;1
3;1.225;-200;18;1.227;330;643;165;1.774;1.321;31;1
3;1.162;-200;16;1.188;303;676;136;1.681;1.125;30;1
3;1.103;-200;12;1.044;283;757;125;1.523;967;29;1
2;1.120;-200;12;1.045;264;752;122;1.563;975;27;1
3;1.169;-200;16;1.163;280;708;124;1.639;1.025;23;1
5;1.386;-200;29;1.522;505;560;184;1.990;1.469;23;1
6;1.426;-200;31;1.577;566;521;200;2.080;1.648;29;1
7;1.476;-200;35;1.663;681;473;225;2.167;1.785;32;1
4;1.167;-200;20;1.282;448;633;168;1.685;1.371;32;1
2;1.032;-200;12;1.039;231;761;118;1.455;1.071;34;1
2;1.034;-200;10;972;230;747;115;1.437;1.118;38;1
1;986;-200;8;885;146;835;94;1.407;931;43;1
1;908;-200;4;732;77;966;62;1.311;722;45;1
1;891;-200;4;714;82;957;68;1.295;773;48;1
1;843;-200;3;656;55;1.042;50;1.271;665;50;1
1;822;-200;2;612;-200;1.094;-200;1.254;594;51;1
0;814;-200;2;589;42;1.119;36;1.246;565;56;1
1;869;-200;3;673;102;1.033;53;1.307;688;63;1
1;1.013;-200;8;905;231;804;79;1.499;974;66;1
6;1.515;-200;31;1.584;699;496;133;2.288;1.591;66;1
7;1.587;-200;41;1.795;738;425;148;2.531;1.820;61;1
5;;-200;27;1.487;665;508;161;2.115;1.807;51;1
4;1.435;-200;24;1.408;598;537;191;1.991;1.704;44;1
3;1.246;-200;17;1.209;340;632;158;1.792;1.270;39;1
3;1.266;-200;18;1.231;374;615;157;1.768;1.265;35;1
4;1.277;-200;19;1.277;401;586;188;1.846;1.226;36;1
2;1.142;-200;13;1.073;275;671;143;1.635;987;38;2
3;1.207;-200;15;1.136;278;645;152;1.696;1.024;35;2
3;1.252;-200;18;1.233;342;618;168;1.759;1.127;31;1
5;1.399;-200;27;1.468;479;531;205;2.072;1.442;31;1
6;1.464;-200;30;1.559;553;485;204;2.158;1.639;37;1
5;1.422;-200;29;1.520;531;494;210;2.087;1.624;42;1
4;1.308;-200;20;1.297;428;567;173;1.899;1.454;49;2
2;1.137;-200;12;1.047;229;680;123;1.620;1.138;54;2
2;1.040;-200;8;903;145;782;92;1.494;951;56;2
1;1.018;-200;8;885;112;809;77;1.491;864;58;2
1;962;-200;6;808;99;866;74;1.430;868;56;2
1;930;-200;5;768;98;916;74;1.409;825;61;2
1;812;-200;2;613;54;1.133;47;1.302;626;54;2
1;826;-200;2;612;-200;1.111;-200;1.304;605;65;1
1;878;-200;4;702;59;949;44;1.373;822;71;1
1;922;-200;5;764;162;892;69;1.415;905;73;1
2;1.047;-200;10;965;268;737;79;1.606;1.075;71;1
4;1.376;-200;26;1.452;531;521;108;2.123;1.541;69;1
6;1.514;-200;34;1.648;517;457;119;2.400;1.749;63;1
6;1.494;-200;29;1.528;701;479;165;2.201;1.798;52;1
4;1.316;-200;20;1.298;510;562;172;1.888;1.584;43;1
3;1.269;-200;18;1.247;415;597;180;1.813;1.441;37;1
3;1.152;-200;13;1.099;243;674;130;1.631;1.093;32;1
